pubDate,title
2026-04-20 07:00:00,Tim Cook to Step Down as Apple Names New CEO - WSJ
2026-04-20 07:00:00,Apple CEO Tim Cook to step down after more than a decade - CNN
2026-04-20 07:00:00,"Apple says John Ternus will be new CEO, Tim Cook will transition to executive chairman - NBC News"
2026-04-21 21:02:00,The Rise of Apple’s New CEO: A Hardware Expert Takes Over in the AI Era - WSJ
2026-04-22 22:51:24,"Trump compliments outgoing Apple CEO Tim Cook, but adds vulgar insult - The Mercury News"
2026-04-20 07:00:00,"Apple CEO Tim Cook to step down in major leadership shakeup, successor named - Fox Business"
2026-04-20 07:00:00,"Apple CEO Tim Cook stepping down, to be succeeded by John Ternus - Yahoo Finance"
2026-04-22 15:44:34,Tim Cook explains why he is stepping down as Apple CEO - Yahoo Finance UK
2026-04-27 02:15:00,How has apple’s stock performed under Tim Cook? (& prior CEOs) - thestreet.com
2026-04-20 07:00:00,"Who is John Ternus, the incoming Apple CEO? - TechCrunch"
2026-04-28 13:01:51,5 best Apple products of the Tim Cook era - Cult of Mac
2026-04-20 07:00:00,"Tim Cook stepping down as Apple CEO, John Ternus taking over - TechCrunch"
2026-04-24 16:52:29,John Ternus: Apple’s next CEO to lead its AI future - The Week
2026-04-27 06:31:00,Apple Leadership Change: Tim Cook Hands CEO Role to John Ternus in 2026 - News and Statistics - IndexBox
2026-04-28 15:55:02,Steve Jobs once called an ex-Apple CEO a ‘bozo’ — what happened next changed him - The Economic Times
2026-04-20 07:00:00,"Tim Cook to step down as Apple CEO, names successor - San Francisco Chronicle"
2026-04-20 07:00:00,Apple turns to hardware veteran Ternus as CEO to succeed Cook in AI age - Reuters
2026-04-28 23:16:44,"Charles meets with Amazon, Apple, NVIDIA leaders - Politico"
2026-04-28 16:00:19,Apple TV+ Finally Reveals Ted Lasso Season 4 Trailer & Release Date - 102.7 Coyote Country
2026-04-20 07:00:00,Tim Cook stepping down as Apple chief - The Hill
2026-04-20 07:00:00,What could be next for Apple with new CEO John Ternus - USA Today
2026-04-28 09:59:24,Apple Eyes 10 New Product Categories as John Ternus Prepares to Become CEO - UC Today
2026-04-27 13:11:20,New Apple CEO Ternus’ first act: Introduce the first foldable iPhone - MacDailyNews
2026-04-20 07:00:00,"Apple CEO Tim Cook Will Step Down, John Ternus Named New Leader - The Hollywood Reporter"
2026-04-27 20:44:03,Former Apple CEO says OpenAI is tech giant’s first real competitor in years - Fox Business
2026-04-22 01:00:00,What a New Apple CEO Will Mean for You and Your Devices - WSJ
2026-04-27 17:45:00,Palmer Luckey dug up an old tech relic with ties to Apple's new CEO - Business Insider
2026-04-21 18:53:52,Meet incoming Apple CEO John Ternus: Everything to know - Mashable
2026-04-21 18:35:47,Tim Cook Turned Apple Into a Hollywood Power Player. Does the New CEO Feel the Same Way? - The Hollywood Reporter
2026-04-20 07:00:00,Tim Cook will step down as Apple CEO and hand reins over to the iPhone maker's hardware leader - AP News
2026-04-20 07:00:00,Tim Cook steps back as Apple appoints hardware chief as new CEO - Los Angeles Times
2026-04-27 11:03:16,The 5 Things Every Apple Fan Hopes John Ternus Will Fix as CEO - inc.com
2026-04-20 07:00:00,Apple CEO Tim Cook Is Stepping Down - Business Insider
2026-04-21 19:53:15,Former Penn Swimmer John Ternus Named Tim Cook’s Successor as Apple CEO - SwimSwam
2026-04-20 22:11:00,Tim Cook to step down as Apple CEO in shock announcement - Macworld
2026-04-20 07:00:00,"Tim Cook is stepping down as Apple CEO, company announces - USA Today"
2026-04-20 07:00:00,"Tim Cook stepping down this year, John Ternus confirmed as next Apple CEO - 9to5Mac"
2026-04-20 07:00:00,"John Ternus in as Apple CEO, Cook becoming Apple Executive Chairman - AppleInsider"
2026-04-26 11:02:00,"Steve Jobs' Lesson From Former Apple CEO, Trump's Praise For Tim Cook And More: This Week In Appleverse - Benzinga"
2026-04-20 21:41:00,Apple CEO transition: Tim Cook and John Ternus share internal memos - 9to5Mac
2026-04-20 21:57:28,Tim Cook will step down as Apple CEO and be replaced by hardware chief John Ternus - qz.com
2026-04-21 07:12:01,Apple’s Cook to Hand Reins to Ternus After Record-Setting Tenure - Bloomberg
2026-04-26 17:34:00,Apple Stock (AAPL) Opinions on Incoming CEO John Ternus Strategy - Quiver Quantitative
