pubDate,title
2026-04-09 07:00:00,"England to face New Zealand in Tampa, Costa Rica in Orlando in World Cup warm-ups - ESPN"
2026-03-31 07:00:00,"Without Harry Kane, England's chances at the World Cup are slim - ESPN"
2026-04-01 07:00:00,"Are England's World Cup opponents in good form? Croatia, Ghana, Panama analysed - ESPN"
2026-04-02 07:00:00,"England's World Cup chances could be harmed by fixture congestion, FA warns - ESPN"
2025-12-09 05:41:16,England - FIFA
2026-04-28 14:46:00,England include uncapped spinner as squad revealed for home Women’s T20 World Cup - The Independent
2026-04-28 13:11:56,England women pick uncapped teenager in spin-heavy T20 World Cup squad - MSN
2026-04-14 07:00:00,England 2026 World Cup watch: Is there still hope for those omitted for the March friendlies? - The Athletic - The New York Times
2026-03-31 07:00:00,Who makes England World Cup squad after Japan loss? Predicting Thomas Tuchel's 26-man list - CBS Sports
2026-04-01 07:00:00,Thomas Tuchel casts doubt on Phil Foden’s England World Cup squad chances - The Athletic - The New York Times
2026-03-16 07:00:00,"England 2026 World Cup watch: Who's trending up, who's trending down as Thomas Tuchel mulls squad - ESPN"
2026-04-21 17:56:37,Fabio Capello tempers England's World Cup hopes under two months from kick-off - Yahoo Sports
2026-04-28 11:14:00,England pick 18-year-old spinner in Nat Sciver-Brunt-led Women’s T20 World Cup squad; Sarah Glenn misses - The Times of India
2026-02-03 08:00:00,Team England chooses Prairie Village for 2026 World Cup stay - KCUR
2026-04-28 08:54:00,FIFA set to sign off on huge rule change for World Cup just weeks ahead of tournament - The Mirror
2026-03-31 07:00:00,England’s 2026 World Cup squad: Who our writers are picking – and who is missing out - The Athletic - The New York Times
2026-02-11 08:00:00,"England's World Cup team picks Kansas City as its official base camp, joining Argentina - KCUR"
2026-03-31 07:00:00,"England 0 Japan 1: No Harry Kane, no World Cup hope for Thomas Tuchel? - The Athletic - The New York Times"
2026-04-01 07:00:00,Thomas Tuchel’s World Cup formula? England – Harry Kane = Disaster - The Athletic - The New York Times
2026-03-29 07:00:00,Time is running out for Foden to make England's World Cup squad - ESPN
2026-03-16 07:00:00,England to prepare for World Cup with friendlies against New Zealand and Costa Rica - The Athletic - The New York Times
2026-02-11 08:00:00,England announces Kansas City as base camp for 2026 FIFA World Cup - KCTV
2026-03-20 07:00:00,England release 2026 World Cup kits: 'New era for the Three Lions' - ESPN
2026-03-03 08:00:00,"England squad World Cup 2026: Which players will make it to the showpiece in USA, Mexico and Canada? - FOX Sports"
2026-03-31 07:00:00,"England 0-1 Japan (Mar 31, 2026) Game Analysis - ESPN"
2026-04-28 21:30:00,Dundee United star could be England's World Cup nemesis as boss calls for international recognition - The Scotsman
2026-04-28 10:45:51,Women's T20 World Cup: England squad announcement video - BBC
2026-04-27 14:26:24,Nat Sciver-Brunt: England have underachieved since famous 2017 World Cup win - BBC
2026-02-11 08:00:00,England And Argentina Will Share Host City At 2026 World Cup - FOX Sports
2026-04-28 16:08:11,Midnite claims first in-space bet via balloon stunt - European Gaming
2026-04-01 07:00:00,On the plane or the sofa? How England’s 2026 World Cup squad is shaping up - The Guardian
2026-04-01 07:00:00,World Cup 2026: Who will make Thomas Tuchel's England squad? Do you agree with Phil McNulty's choices? - BBC
2026-02-11 08:00:00,"England set Florida pre-World Cup friendlies vs. New Zealand, Costa Rica - ESPN"
2025-12-05 08:00:00,2026 World Cup: Why England won't know where games are at draw - ESPN
2026-04-28 04:00:00,England World Cup winner continues to work aged 84 after trying three new careers - Daily Express
2026-04-01 07:00:00,England boss Tuchel: Foden's World Cup place not guaranteed - ESPN
2026-03-31 07:00:00,England 2026 World Cup watch: What are the right-back options if Reece James’ body lets him down? - The New York Times
2025-12-06 08:00:00,"England 2026 World Cup draw: When, where are the games? How to watch, get tickets - ESPN"
2026-03-20 07:00:00,"England squad for pre-World Cup friendlies: Kobbie Mainoo, Harry Maguire recalled - ESPN"
2026-04-28 19:35:36,Canada rugby women to host England in Ottawa after Toronto test match - The Globe and Mail
2026-04-28 15:32:44,England’s 2026 Football World Cup Road To Glory - William Hill News
2026-02-10 08:00:00,England 2026 World Cup watch: How the 2022 squad shows the speed of change under Tuchel - The Athletic - The New York Times
2026-04-28 05:30:00,England Player Ratings: Where are the goals coming from to help Harry Kane? - The Mirror
2026-02-11 08:00:00,England announces why KC was its ‘preferred location’ for World Cup base camp - Kansas City Star
2026-03-04 08:00:00,2026 World Cup rosters: Predicting starting XIs for contenders - ESPN
2026-04-24 07:00:00,Where To Watch World Cup 2026 Matches In London - Londonist
2026-04-28 09:00:15,England's Sciver-Brunt aiming to end title drought at T20 World Cup - CNA
2026-03-24 07:00:00,England selection odds: Who are the favourites to make Tuchel’s World Cup squad? - The Athletic - The New York Times
2026-04-02 07:00:00,"What time are England playing at 2026 World Cup? Match schedule, kick-off times - DAZN"
2026-01-02 08:00:00,"England World Cup 2026 Preview: Best Players, Roster, History - FOX Sports"
2026-04-28 13:28:01,"England Name Women's T20 World Cup Squad, Same Team To Face India In Preceding Series - NDTV Sports"
2026-04-07 07:00:00,England and Scotland World Cup tickets on resale at inflated prices - BBC
2025-10-14 07:00:00,England qualify for the 2026 World Cup: Who could they play and when is the draw? - The New York Times
2026-04-28 11:56:53,Sciver-Brunt to lead England at home in ICC Women's T20 World Cup 2026 - The New Indian Express
2026-04-27 18:36:43,"Canada, England Women's Rugby World Cup final rematch set for Toronto - CBC"
2026-04-28 11:08:24,England center back John Stones confirms he's leaving Man City after trophy-laden decade in emotional video - FOX Sports
2026-03-23 07:00:00,England at the World Cup: Kansas City mayor Quinton Lucas reveals what the Three Lions can expect from their Swope Soccer Village base - Sky Sports
2025-12-06 08:00:00,"England’s World Cup 2026 fixtures: Confirmed dates, start times and venues - Yahoo Sports"
2025-12-06 08:00:00,"England drawn in 2026 World Cup Group L: What to know about Croatia, Panama, Ghana - The Athletic - The New York Times"
2026-03-21 07:00:00,Max Dowman for England’s World Cup squad? History tells us prodigious talents must be handled with care - The New York Times
2025-10-14 07:00:00,England cruise through to World Cup 26 - FIFA
2025-11-13 08:00:00,England know seven of their World Cup 2026 starters. What about the rest? - The Athletic - The New York Times
2026-04-28 10:23:00,England name squad for Women’s T20 World Cup as uncapped teenager earns call-up - The Independent
2026-04-28 13:47:48,Hosts England unveil T20 World Cup 2026 squad - ICC
2026-04-18 07:00:00,Match Centre: Iceland 0-1 England - England Football
2026-04-02 07:00:00,Will Wembley wobbles actually matter when England head to World Cup training camp? - The Guardian
2026-04-28 10:18:07,England include uncapped spinner in squad for Women’s T20 World Cup - MSN
2026-02-11 08:00:00,England Football officially confirms Kansas City as World Cup base camp site - KMBC
2026-01-13 08:00:00,Myles Lewis-Skelly and the intensifying race to be England’s World Cup left-back - The New York Times
2026-04-28 10:38:21,England Unveils 15-Player Squad for Women’s T20 World Cup - streamlinefeed.co.ke
2026-01-24 08:00:00,World Cup 2026: England request Kansas City base for tournament - BBC
