pubDate,title
2026-03-03 08:00:00,"France squad World Cup 2026: Which players will make it to the showpiece in USA, Mexico and Canada? - FOX Sports"
2026-04-28 11:53:00,World Cup 2026: When will France announce their squad for the tournament? - Sports Mole
2026-04-01 07:00:00,World Cup power rankings: France lead the way with Senegal and Japan in top 10 - The Guardian
2026-04-28 08:59:05,Strasbourg captain Ismael Doukouré begins process to change sporting nationality ahead of World Cup - Get French Football News
2026-04-23 07:00:00,2026 World Cup base camps: Where will each team be based during the tournament? - NBC Sports
2026-04-01 07:00:00,World Cup 2026 Power Rankings: France leap into top spot as March international break ends - DAZN
2026-04-27 17:39:08,Who Won the Last World Cup in 2022? - Athlon Sports
2026-03-30 07:00:00,France boss Deschamps tells World Cup hopefuls to stay humble after wins in US - RFI
2026-01-15 08:00:00,Official | France schedule two friendly games before 2026 World Cup - Yahoo Sports
2026-04-14 07:00:00,France World Cup 2026 squad: Didier Deschamps' latest selection for the March international break - Yahoo Sports UK
2026-04-25 19:32:07,Alarms in France Over Kylian Mbappé Injury - beIN SPORTS
2026-04-28 11:09:37,GWA Wingfoil World Cup: New Generation Shines In 2026 - nautica news
2026-03-26 07:00:00,Brazil-France match at Gillette Stadium draws passionate fans ahead of 2026 World Cup - Western Mass News
2026-04-01 07:00:00,Patrice Evra on France’s World Cup Warning - Front Office Sports
2026-01-09 08:00:00,"Brazil and France to meet in international friendly at Gillette Stadium on March 26, 2026 - revolutionsoccer.net"
2026-03-28 07:00:00,Football fever comes to New York with unveiling of France's World Cup jersey - France 24
2026-01-21 08:00:00,France won't boycott World Cup over Greenland for now - ESPN
2026-01-22 08:00:00,Team France Will Train At Babson College For FIFA World Cup - WBZ NewsRadio 1030
2026-03-19 07:00:00,Didier Deschamps to announce France’s World Cup squad on Wednesday 13 May - Yahoo Sports
2026-04-27 17:42:59,Hugo Lloris open to shock France return as Les Bleus’ No.3 goalkeeper for 2026 World Cup - Get French Football News
2025-09-30 07:00:00,Preview: USA Continues FIFA U-20 World Cup Campaign Thursday against France - US Soccer
2026-03-03 08:00:00,"Spain, France lead World Cup 2026 Power Rankings, 100 days out - ESPN"
2026-03-04 08:00:00,2026 World Cup rosters: Predicting starting XIs for contenders - ESPN
2025-10-02 07:00:00,Three Late Goals Push USA to 3-0 Win Against France in Second Group Stage Match at FIFA U-20 World Cup in Chile - US Soccer
2026-04-01 07:00:00,"2026 World Cup odds: Spain, England, France top list of favorites with 48-team field set - The Athletic - The New York Times"
2026-03-27 07:00:00,"Brazil 1-2 France (Mar 26, 2026) Game Analysis - ESPN"
2026-01-06 23:38:01,France - FIFA
2026-04-16 07:00:00,France v Northern Ireland: Michael O'Neill's team to face two-time world champions in Lille friendly - BBC
2026-01-02 08:00:00,"France World Cup 2026 Preview: Best Players, Roster, History - FOX Sports"
2026-01-22 08:00:00,Team France picks Mass. college to train at for FIFA World Cup - Yahoo Sports
2026-01-20 08:00:00,France picks Boston as its World Cup home base - NBC Boston
2026-04-27 18:39:01,"Senegal World Cup Games: Opponents, Locations, & Dates - betmgm.com"
2026-03-23 07:00:00,📸 France unveil their kits for the 2026 World Cup 🇫🇷 - Yahoo Sports
2026-04-27 18:39:01,"Norway World Cup Games: Opponents, Locations, & Dates - betmgm.com"
2025-11-06 08:00:00,N'Golo Kanté returns to France squad for November World Cup qualifiers - ESPN
2026-03-31 07:00:00,They May Win the World Cup. They’ve Already Won Best Dressed. - The New York Times
2026-04-01 07:00:00,Kylian Mbappé excited by France’s spectacular attack before World Cup - The Guardian
2026-04-27 21:28:43,Premier League legend ready for surprise World Cup call up - SPORTbible
2026-01-20 08:00:00,France's soccer team picks Massachusetts college for World Cup prep - The Patriot Ledger
2025-11-15 08:00:00,Mbappé too focused on another World Cup to dwell on 400 goals - ESPN
2026-04-02 07:00:00,Mbappé and France look to break two World Cup curses - MARCA
2026-04-01 07:00:00,"Who will France play at World Cup 2026? Dates, kick-off times and full schedule revealed - DAZN"
2026-01-09 08:00:00,Pre-World Cup Match Between France and Brazil Coming to Gillette - Go Local Prov
2025-12-19 08:00:00,"World Cup 2022 Group D guide: France’s high press, Denmark’s inverted wingers and an Australian giant - The New York Times"
2026-03-29 07:00:00,Didier Deschamps delays France’s World Cup squad announcement - Yahoo Sports
2026-04-27 17:58:25,2026 World Cup - France: Hugo Lloris wants to return - Foot Africa
2025-12-05 08:00:00,France World Cup 2026 group stage games and opponents - USA Today
2026-01-15 08:00:00,"Brazil, France, Colombia, Croatia to play March pre-World Cup matches in USA - The New York Times"
2026-04-27 12:16:00,Kylian Mbappe faces anxious wait as injury threatens World Cup involvement - The Independent
2025-12-05 08:00:00,"World Cup draw winners and losers: USMNT gets a boost, Spain celebrates while France sweats in Group of Death - Yahoo Sports"
2026-01-22 08:00:00,Team France picks Mass. college to train at for FIFA World Cup - MassLive
2026-01-26 08:00:00,France's Starting XI Projection for the 2026 Men's World Cup - Bleacher Report
2026-02-04 08:00:00,France will try to break two historic curses and win the 2026 World Cup - beIN SPORTS
2026-01-09 08:00:00,France to call Boston home at World Cup - theScore
2025-12-12 08:00:00,Karim Benzema: I'll Play For France at 2026 World Cup 'If They Call Me' - FOX Sports
2025-12-06 08:00:00,France 2026 World Cup tickets and complete match schedule - USA Today
2026-03-04 08:00:00,"France squad World Cup 2026: Which players will make it to the showpiece in USA, Mexico and Canada? - Goal.com"
2025-11-06 08:00:00,"N’Golo Kante back in France squad for first time in a year, Randal Kolo Muani earns recall - The New York Times"
2026-03-25 07:00:00,France unveils its World Cup 2026 jersey - Diario AS
2026-03-25 07:00:00,"France FIFA World Cup 2026 kits: Home, away, release dates & prices - Goal.com"
2026-04-14 07:00:00,France World Cup 2026 squad: Didier Deschamps' latest selection for the March international break - FourFourTwo
2026-01-31 08:00:00,"How France won the 1998 World Cup: A resolute defence, Zidane’s headers and a fanbase who fell in love - The New York Times"
2025-09-26 21:09:20,"USA vs. France - Live Score, Lineups & Match Hub | 2025 FIFA U-20 World Cup - US Soccer"
2026-03-04 08:00:00,"France squad World Cup 2026: Which players will make it to the showpiece in USA, Mexico and Canada? - Goal.com"
2025-12-06 08:00:00,"2026 World Cup: Brazil, France highlight ‘home run’ draw for Philadelphia games - Delco Times"
2026-01-26 08:00:00,France’s World Cup Dilemma: Football in the Shadow of Geopolitics - EU Today
2025-12-08 13:40:32,World Cup 2026 | Philadelphia to host six matches - FIFA
2025-12-05 08:00:00,Draw for 2026 FIFA World Cup kind to favourites but France faces awkward tests - France 24
2025-12-08 08:00:00,FIFA World Cup schedule for Philadelphia is set - Axios
2025-12-06 08:00:00,"2026 World Cup teams announced for Gillette Stadium matches including England, France, Norway - CBS News"
2025-10-10 21:11:52,France | FIFA U-17 Women's World Cup Morocco 2025™ - FIFA
2026-04-26 13:43:15,2026 World Cup - France: Endrick sends a message to Didier Deschamps - Foot Africa
2025-12-05 08:00:00,"2026 World Cup: France faces tough group with Norway, Senegal and a play-off winner - Le Monde.fr"
2026-01-22 08:00:00,France Rule on 2026 World Cup Boycott After President Trump’s Greenland Comments - Sports Illustrated
2026-02-07 08:00:00,"How to buy France 2026 World Cup tickets, schedule, opponents - USA Today"
2025-09-04 07:00:00,"Ukraine vs France: World Cup qualifiers – teams, start, lineups - Al Jazeera"
2026-03-31 07:00:00,Football Daily | From Vindaloo to AI hellscapes: the unofficial World Cup songs are coming - The Guardian
